Komentar,Nama Pengguna,Rating,Tanggal,Nama Aplikasi
good,dipta pra,5,2023-09-07 12:20:09,Windy.com
goooooyeeee,Rusna Rusna,5,2023-09-06 02:46:33,Windy.com
good,Sabi Ajalah,4,2023-09-05 22:28:48,Windy.com
Sangat membatu saya sebagai nelayan,Ipul Mbilong,5,2023-09-05 17:16:45,Windy.com
sangat membantu,izzul fiqri,5,2023-09-05 15:26:51,Windy.com
mantap app ini 👍👍👍,Alvino Elungan,5,2023-09-05 01:28:30,Windy.com
Sangat membantu,Rendy Slank,5,2023-09-04 03:48:55,Windy.com
ok,Andi wahyudi,5,2023-09-03 12:05:48,Windy.com
"I reduced the stars because of an error in the widget, please fix it",Janooar (Jee),3,2023-09-03 01:12:02,Windy.com
"sedikit membantu, tpi tdak meyakinkan.",Juf Fri,3,2023-09-02 16:32:24,Windy.com
good,Jo Jo,5,2023-09-02 02:33:04,Windy.com
"Menurut saya Sangat membantu sekali, dengan adanya aplikasi ini.",Filiona,5,2023-08-31 15:47:57,Windy.com
aplikasinya bagus bagi pemancing krna sangat akurat,Rehan Tinambung,5,2023-08-31 13:48:14,Windy.com
Bagaimana pun udah mantap yang biasa Bagaimana mau pakek yang biasa,Pawang Jal,5,2023-08-31 04:01:16,Windy.com
"Alhamdulillah semenjak ada aplikasi Windy bisa membantu melihat kecepan agin,makasi windy",Alen Saki,5,2023-08-30 14:18:25,Windy.com
Sangat bagus,Salma La duri,4,2023-08-30 02:59:56,Windy.com
bagus,Daniel Lim,5,2023-08-28 18:10:25,Windy.com
Kalau bisa lebih akurat lagi,Eka wardana,1,2023-08-27 23:26:56,Windy.com
windy sekarang sudah sulit untuk dipahami,Risal Nagperantau,2,2023-08-27 09:16:43,Windy.com
cakep,johanis tatangindatu,5,2023-08-26 08:42:43,Windy.com
sangat membantu,Agun Agun (Thayan),5,2023-08-26 01:39:07,Windy.com
sangat bgus,Bunga,5,2023-08-24 14:48:44,Windy.com
sangat bagus,mat sahar,5,2023-08-24 12:10:34,Windy.com
berguna saat ada acara dan touring,Jatmiko Iswaryantono,5,2023-08-24 06:44:50,Windy.com
very nice,Daryanti Asril,4,2023-08-23 07:07:50,Windy.com
aisyah icha,aisyah Icha oficial,5,2023-08-22 09:42:32,Windy.com
Cukup bagus dan akurat,Auristela Windita,5,2023-08-20 17:17:22,Windy.com
sangat bagus,Sudarmin Ai,4,2023-08-19 15:23:56,Windy.com
Windy yg lama lebih bagus dr pada yg tahun ini..,Oppo,1,2023-08-19 12:44:51,Windy.com
ditingkatkan lgi aplikasinya...krna sangat membantu kami orang pelaut,Agus Agus,5,2023-08-17 04:20:36,Windy.com
aplikasi yang mantap,Dedi Priyanto,5,2023-08-14 16:38:40,Windy.com
agar baik,Zainal Hikam,5,2023-08-14 00:21:25,Windy.com
"Belum begitu akurat,di suruh perbaharui jg bingung gak tau caranya",Rahmat Tia,3,2023-08-13 13:34:49,Windy.com
Akurat dan sangat membantu 😎. Terimakasih Windy😍,RUDI RA_GROUP,5,2023-08-13 03:40:28,Windy.com
bagus,ayah komarudin,5,2023-08-12 01:58:25,Windy.com
bgus alhmdullah,Jon Utara,5,2023-08-11 19:06:09,Windy.com
Aplikasi yang bagus dan sangat membantu sekali dalam melihat cuaca ataupun badai yang terjadi di sekitaran kita..secara terupdate 👍👍,mue roma,5,2023-08-09 08:05:28,Windy.com
aplikasi ini sangat membantu utk memantau cuaca angin dan lain lainnya. Mantap,ruben mira,5,2023-08-08 13:38:20,Windy.com
sangat bagus sekali,Zay Mar,5,2023-08-06 02:00:49,Windy.com
sangat permamfaat.selama ada windy.saya SDH tidak takut lagi melaut.terimah kasih windy,Ora Popo,5,2023-08-05 23:56:15,Windy.com
"Yg versi baru ini, 2023, Malah bikin q bingung... G ngalain yg versi lama... Kalo gini banyak orang yg merasa kesulitan memahami Windy...",Nur Rohim,3,2023-08-05 01:58:29,Windy.com
Kecewa berat nih sama Windi Kemahalan klu langganan nya per tahun,Laspan Pandhe,5,2023-08-05 00:37:39,Windy.com
sangat membantu,Sang pelautt Pnd,5,2023-08-03 21:38:20,Windy.com
Kalau bisa premiumnya di kasih langganan yg perbulan saja jangan pertahun kemahalan klo bulan pasti bnyak,awal drun,3,2023-08-03 01:35:58,Windy.com
ok,mu'min xlvi,5,2023-08-02 13:33:40,Windy.com
Kenapa aplikasinya yg baru tidak Bagus mendingan versi lama lebih bagus tertera semua,Markus Pulu Lede,3,2023-07-31 16:15:10,Windy.com
sangat membantu... tingkatkan trus.. Windy,Azkafadiansyah Azka,5,2023-07-31 15:20:39,Windy.com
Kenapa aplikasi nga bisa di buka lagi,Arfin Sila,2,2023-07-31 14:33:44,Windy.com
Saya suka,yuni kitty official,5,2023-07-31 07:47:02,Windy.com
"Perkiraan cuacanya bagus, walaupun kadang waktunya tidak tepat tapi pasti akn terjadi di hari itu. Apk ini sanga membantu bagi nelayan yg ingin memeriksa cuaca sebelum melaut",Nur Amina,5,2023-07-29 13:52:06,Windy.com
"Bintang 4 dulu, kalau bagus baru ditambah.",Dams Jhe,4,2023-07-29 13:16:58,Windy.com
akurat,Adhi Mediawan,5,2023-07-28 11:04:38,Windy.com
update barunya malah bikin ribet sulit liat tampilannya,edwin ferdinandz,1,2023-07-26 06:00:42,Windy.com
mantap,khaman dhanu,5,2023-07-26 03:49:26,Windy.com
sangat membantu,Nazirudin Judin,5,2023-07-26 03:26:14,Windy.com
"Bagus sih aplikasi nya ,tapi masih bagusan persi yg lama",Khoirul Ahmadi,2,2023-07-25 20:09:31,Windy.com
Jowsss,Agung Setyaji,5,2023-07-25 17:14:19,Windy.com
ok,Samsung Samsung,5,2023-07-24 23:46:28,Windy.com
sangat baik,Peri Tinihada,5,2023-07-24 22:10:14,Windy.com
Untuk versi 39.1.4 tampilan prediksi per jamnya tiba2 hilang... 👎 Lebih baik dua versi sebelumnya...,Wisnu Abimanyu,1,2023-07-24 11:58:52,Windy.com
"Stelah sebulan, minta berbayar 😂",Ohtrianas Pongpare,1,2023-07-24 03:37:32,Windy.com
"ok,sudah ,namun untuk wilayah paseban kebarat,sampai di pantai bamang lumajanang jawatimur,masih belum akurat,karna selisih 1/4 malam dari wilayah bandealit jember",Fauzi Ahmed,5,2023-07-23 21:58:34,Windy.com
Jadi ribet ngk bisa cara pakek bagus fersi lama buang ja banyak yg lain,Jake Sparrow,1,2023-07-23 05:19:14,Windy.com
Abis diperbarui malah ga bisa dibuka aplikasinya,Nanda Amalia,1,2023-07-23 03:47:20,Windy.com
Kenapa aplikasinya tidak bisa di download dan hilang sendiri dari hp,Darmawan Syah,2,2023-07-22 12:54:34,Windy.com
Bagus,Supardi Sape,5,2023-07-22 04:24:07,Windy.com
Alhamdulillah.. sangat amat membantu untuk sy sebagai pelaut..,Idris Mamahmuda,5,2023-07-22 00:30:16,Windy.com
Versi 4.6 sangat jelek lebih bagus yang sebelum nya,MusRizaL,1,2023-07-21 11:47:12,Windy.com
Mantappp,Kusnadi Kusnadi,5,2023-07-20 14:46:52,Windy.com
Menggunakan windy enak lebih mudah mendapatkan inpormasi tentang cuaca.,ibu zakiya,5,2023-07-19 12:45:08,Windy.com
Bagus,BAHAR KONKEP,5,2023-07-19 11:54:47,Windy.com
kalau bagus aku tambain,M rizul,3,2023-07-19 09:37:41,Windy.com
jos,Agung Setya,5,2023-07-17 14:36:39,Windy.com
mungkin saja lah gk percaya sepenuh.nya karnah dunia ini kuasa allah dan jg rahasia ilahi robbi cuma apa yg kita lihat itu yg kita ketahui blm tentu kita bisa mengartikan.nya,FERDIANSYAH SABYAN,5,2023-07-16 22:17:57,Windy.com
sangat baguss,Mari Ahmad,5,2023-07-16 08:35:04,Windy.com
bagus poke..👍,Aw Makmur1,5,2023-07-15 11:53:27,Windy.com
sangat baik,Agus Bahat,5,2023-07-14 10:49:39,Windy.com
Sangat membantu untuk perkiraan cuaca,Fedo Terciduk,5,2023-07-12 17:41:43,Windy.com
Ok,hayat Zz,4,2023-07-11 08:14:40,Windy.com
Kenali cuaca sebelum beraktifitas,Kamaruddin Hs,5,2023-07-11 03:05:10,Windy.com
bagus tapi kadang kurang akurat aja,Sisbandel Wanto,4,2023-07-11 01:37:25,Windy.com
"Aplikasinya sangat bagus,",Amri Isnaini,5,2023-07-10 22:45:11,Windy.com
"Sangt membntu ,aplagi klo kita berpangganan sangat akurat",Amad wawey,5,2023-07-10 21:18:33,Windy.com
bagus,Afif Ahwal said,5,2023-07-10 13:12:31,Windy.com
ya lumayan bagus si,Stenly Rumthe,3,2023-07-10 02:26:01,Windy.com
aplikasi nya bagus,Yuyun Mokoagow,5,2023-07-09 14:07:11,Windy.com
ok,M Saputra Yofi Saputra,5,2023-07-09 05:12:02,Windy.com
sangat membantu,Christian Maringka,5,2023-07-09 02:12:59,Windy.com
Membantu sangat,Juna Junaedi,5,2023-07-08 09:37:47,Windy.com
Bagus sih tapi ada kekuranganya,Wajud Wastarib,5,2023-07-06 22:48:23,Windy.com
sangat bermanfaat,Qhuw Matt,4,2023-07-06 01:36:55,Windy.com
mantap,aan andriawan,5,2023-07-06 01:05:14,Windy.com
Enak... aplikasi ini,Edy Purnomo,4,2023-07-06 00:30:02,Windy.com
sangate mbantu,Ahmad Sulatman,5,2023-07-05 10:52:27,Windy.com
aplikasi mantap bagus dipake,Ratna ilham,5,2023-07-03 08:03:13,Windy.com
"alpikasi sangat bagus,rekomended",Heru Prasetyo,5,2023-07-03 02:06:05,Windy.com
akurat,Hendar Kurnia,5,2023-07-02 03:42:31,Windy.com
mantap,Kuli Kebun,5,2023-06-30 22:12:59,Windy.com
"lumayan akurat,,👍👍",Eko Subandi,4,2023-06-30 00:30:51,Windy.com
Bagus tepat,Mas Dipong,5,2023-06-29 17:45:35,Windy.com
Bagus,Redaksi Srengenge,5,2023-06-28 10:00:43,Windy.com
"sangat membantu,trmakasih bnyak",Rafael Ellena,1,2023-06-27 16:43:56,Windy.com
sangat membantu bagus banget,agus anton,5,2023-06-26 13:05:27,Windy.com
sangat membantu buat para pelaut,Fren ella,4,2023-06-24 09:02:08,Windy.com
mantap,AMIN GTT ANDY YUNIOR,4,2023-06-23 15:58:14,Windy.com
sangat bags,Sandi Eka Putra,5,2023-06-20 05:14:44,Windy.com
sgt berguna untuk saya mkcih untuk windi,Jamsae,5,2023-06-20 00:30:31,Windy.com
belum begitu akurat,Syafia Ahmad,3,2023-06-18 02:12:21,Windy.com
Cukup membantu untuk aktivitas laut,Muhammad Ihsan,5,2023-06-16 12:27:47,Windy.com
Mantap aplikasi rekomended,Mega Wati,5,2023-06-16 07:23:34,Windy.com
bagus,Asbin Ode,1,2023-06-16 06:47:37,Windy.com
ok,Tatang Tatang,4,2023-06-15 04:00:38,Windy.com
pasti dan akurat,Fildan Bele,5,2023-06-14 02:09:29,Windy.com
dengan Amanda ini windy sanyat membantu kami,Rudy Yono,5,2023-06-13 16:53:19,Windy.com
lumayan buat ramalan cuaca di laut,Muhamad El fathan,3,2023-06-13 14:07:23,Windy.com
saya suka aplikasi ini sngat bagus,Kamal 1246,5,2023-06-13 12:18:36,Windy.com
Klw bagus apk in aq tmba LG bintangya,Rustam halim Tamba jawa,3,2023-06-12 17:58:05,Windy.com
sangat bermanfaat walau kadang agak meleset,purmadi Pur,5,2023-06-12 06:26:38,Windy.com
siip,Gagah Handoyo,5,2023-06-12 01:47:08,Windy.com
cukup mmbantu,Kis Wondo,4,2023-06-11 22:13:47,Windy.com
sangat membantu,Hendri Jaya Steel,5,2023-06-11 20:02:26,Windy.com
"membantu saya saat melaut,mengingat cuaca ketentuan tuhan, setidaknya kita bisa lebih bisa berhati2 saat cuaca mulai tidak bersahabat",Solly Alla,5,2023-06-11 01:34:40,Windy.com
👍,Banzzz,5,2023-06-10 12:06:54,Windy.com
sangat membantu kami sebagai pelaut,syaiful 0501,5,2023-06-10 05:27:12,Windy.com
Oke,Cak Sin,5,2023-06-08 04:25:51,Windy.com
sagat akurat,Suhartono Suhartono,5,2023-06-07 14:06:48,Windy.com
sangat membantu,Dafit Ilhamzah,5,2023-06-07 08:56:06,Windy.com
good,Ruddi Kadisihe,5,2023-06-06 12:48:00,Windy.com
👍👍👍👍,Roi,1,2023-05-31 23:06:09,Windy.com
V.good,Jawara Mapan,5,2023-05-28 08:38:32,Windy.com
sangat membantu..🙏,ari fauzi,5,2023-05-28 01:44:12,Windy.com
hobi,he ru,1,2023-05-26 17:27:34,Windy.com
Ok,Jaka Gintiri,5,2023-05-25 11:19:13,Windy.com
cukup akurat,Lingga Eka,4,2023-05-24 11:28:47,Windy.com
bagus,Rahmat Chanel21,4,2023-05-23 21:04:53,Windy.com
"kurang maksimal,beda sama kenyataan nya",BUDI SANTOSO (Black water),4,2023-05-22 15:49:12,Windy.com
bagus tepat akurat,Sodikin Batang,5,2023-05-22 05:27:28,Windy.com
klo bisa ditambah langganannya bayarnya per bulan.,Murtono Tono,5,2023-05-22 02:33:40,Windy.com
Lumayan,Ferry Irawan,4,2023-05-20 14:00:00,Windy.com
bagus sangat akurat,ekarum 19,5,2023-05-20 11:36:47,Windy.com
🙏 😹👌,Mohd Badilah,1,2023-05-19 15:25:22,Windy.com
sangat membantu untuk apdate cuaca tiap hari,Habibi Rindi,4,2023-05-19 02:36:58,Windy.com
Baguss,Rijhani Ganteng,5,2023-05-15 07:08:20,Windy.com
mantappppppppp..,Pri Hartono,5,2023-05-14 16:11:19,Windy.com
Sangat bermanfaat,Johan Yulianto,5,2023-05-13 22:27:32,Windy.com
aplikasi yang bagus,agus salim,5,2023-05-13 01:04:57,Windy.com
Dulu akurat sekarang akuratnya udah tanda tanya,Umar Said Mubarok,5,2023-05-12 14:41:24,Windy.com
Sangat membantu,Risal Cales,5,2023-05-11 07:21:26,Windy.com
Coba....,Yahya Luwu,3,2023-05-11 05:57:21,Windy.com
Kurang di percaya,Rudi Widianto,1,2023-05-09 04:09:13,Windy.com
kereeen,Dodi Jecovers JKBC Official,5,2023-05-06 11:01:12,Windy.com
sangat akurat,WIDARTA,5,2023-05-06 05:10:15,Windy.com
mantap sekali,Andi Agusmiardi Agus,5,2023-05-05 05:31:52,Windy.com
sangat bagus,Anwar arfan Anwar arfan,5,2023-05-04 11:50:28,Windy.com
"sangat membantu untuk saya ojol, mau kirim ke utara pantau dulu hujan apa ngga hehe jadi udah siap jas hujan, terimakasih banyak",Fajar Reus,5,2023-05-02 05:57:20,Windy.com
"bagus,..sangat membantu..!",Muhammad yasmin,4,2023-05-01 07:50:39,Windy.com
Sangat membantu,nakula sadewa,3,2023-04-30 00:04:53,Windy.com
baik,Roky Kepo,5,2023-04-29 10:12:45,Windy.com
sangat bermanfaat,Raden BudiRifai,5,2023-04-29 02:12:22,Windy.com
top,Samsul Anwar,4,2023-04-29 01:39:39,Windy.com
Mantep prakiraan cuaca.nya,Maulus,5,2023-04-27 15:33:57,Windy.com
"Fitur radar cuaca untuk melihat riwayat 12 jam, 6 jam yang lalu dimatikan dan harus membeli layanan yang pro. Kembalikan seperti yang semula untuk melihat riwayat 12 jam dan 6 jam sebelumnya pada radar cuaca.",Benny Widodo,1,2023-04-26 03:35:48,Windy.com
mantap,Samiun Someto,4,2023-04-25 20:33:31,Windy.com
Sangat Membantu,cahyo adi suryono,5,2023-04-25 12:04:52,Windy.com
good aplication,Jamaluddin Ote,5,2023-04-20 03:56:32,Windy.com
sangat membantu,Muali Fikri,5,2023-04-18 12:30:03,Windy.com
Lewat aplikasi ini saya sangat terbantu didalam membuat rencana untuk melaut..,Muhammad Ali,5,2023-04-17 11:23:20,Windy.com
mantap,SY4M5UL 4R13F,5,2023-04-16 15:17:43,Windy.com
Oke bagus..,Fahruzi,4,2023-04-13 16:39:41,Windy.com
Sangat bagus aplikasinya,Barrang Lompo,5,2023-04-11 10:32:47,Windy.com
bagus,Arny Formosa,5,2023-04-11 07:09:14,Windy.com
Akurat dan terpercaya,ANTHON Lusi,5,2023-04-10 14:46:50,Windy.com
Mantap,Hamsah Hamsah,5,2023-04-10 10:24:26,Windy.com
Sangat membantu,Rudy Asoi,5,2023-04-10 04:25:45,Windy.com
Cukup bermanfaat,Rafael Roz,4,2023-04-10 00:49:21,Windy.com
sangat berguna bagi pelaut,Rizky Adira,4,2023-04-06 17:37:48,Windy.com
joosss,jm pr76,5,2023-04-05 05:09:45,Windy.com
Makin membantu,Sayidi Combet,5,2023-04-04 14:09:13,Windy.com
good,Yusuf Mangopo,1,2023-04-04 11:19:42,Windy.com
Good,NgeYouTubeBaelah,5,2023-04-04 05:20:02,Windy.com
cukup membantu bagiku,Maulana Haikal,5,2023-04-03 22:52:48,Windy.com
akurat,malie mannuel,5,2023-04-03 02:04:16,Windy.com
Mantab sangat membantu👍👍👍,zfj amirudindtt,5,2023-04-02 13:11:23,Windy.com
"sip 👌 Windy sangat membantu untuk nelayan bisa memantau cuaca laut ,untuk melaut,kalau bisa tambah alat biar tambah akurat",Nizar Nadif,5,2023-04-01 00:38:04,Windy.com
memuaskan,Bambang Nurba,5,2023-03-31 17:54:30,Windy.com
sangat akurat sekali,Riko Yuni,5,2023-03-31 14:44:16,Windy.com
mantap,Mulyadi Syahputra,3,2023-03-30 09:51:57,Windy.com
bagus,Sufiyan Sufiyan,5,2023-03-29 15:33:42,Windy.com
app yg berguna,Mohamad Yusuf Alfatah,5,2023-03-29 09:38:20,Windy.com
good job,Meijefer Padang,5,2023-03-29 00:55:42,Windy.com
ok,Ika Rustika,3,2023-03-28 16:15:35,Windy.com
sangat bagus dalam melihat prediksi agin yg bertiup.,Sofian Arunde,4,2023-03-28 13:52:34,Windy.com
bingung kurang akurat,Selempong Dukuhseti,2,2023-03-27 15:37:20,Windy.com
ok akurasinya,Ismail Husni,5,2023-03-27 11:41:49,Windy.com
membantu buat yang hobi mancing,Saidul Chabib,4,2023-03-27 03:14:10,Windy.com
"sangat akurasi, tetapi tak bisa mengalahkan kehendak Tuhan, subscribe YouTube king dikin, acc min",muhammad shodiqin,5,2023-03-27 01:59:23,Windy.com
sangat membatu,mbah tego,2,2023-03-26 20:05:53,Windy.com
Alhamdulillah dapat membantu,Alens Sakis,5,2023-03-26 01:22:06,Windy.com
very good,anik sutrisni,5,2023-03-25 16:55:29,Windy.com
Mudah digunakan banyak fitur buat gratis sama premium,Son boo,5,2023-03-24 04:14:21,Windy.com
mantap,Askariansyah,5,2023-03-23 16:47:16,Windy.com
good,Mapan 1405,4,2023-03-23 12:54:08,Windy.com
Boleh lah,Mahkota Putri,4,2023-03-23 10:58:10,Windy.com
Mantap,Salim Manuain,5,2023-03-23 10:38:42,Windy.com
"akurat,ya walaupun biasa nya ada meleset sedikit biasa lah",Nailud Darojat,5,2023-03-23 01:18:05,Windy.com
Mantabbbbbb,praja lila,5,2023-03-22 11:40:13,Windy.com
cukup akurat mantap,Hartwin Wirawan,5,2023-03-21 00:23:06,Windy.com
The application really helps us people who want to go on safari,Bagus S. Huda (Bagus),5,2023-03-20 23:21:54,Windy.com
👍👍👍👍,Izul Pratama,5,2023-03-20 07:48:40,Windy.com
"Aplikasinya lumayan bagus, semoga bisa lebih berkembang lagi",Doni Hamza,4,2023-03-19 03:10:24,Windy.com
Sangat bermanfaat untuk mengetahui cuca buruk di laut,Arya Pratama,5,2023-03-18 15:38:41,Windy.com
🙂,Swn,5,2023-03-17 19:02:06,Windy.com
sangat membantu,Mas Iwan,5,2023-03-16 14:59:11,Windy.com
mantap,a.d_ faisal,5,2023-03-16 04:41:42,Windy.com
🥰,aan suhendri,2,2023-03-16 03:49:15,Windy.com
"trimakasih, sangat membantu bagi seorang nelayan",Arief Noor,5,2023-03-16 01:27:46,Windy.com
mantap,AHMAD RIFA'I,4,2023-03-15 00:16:22,Windy.com
aplikasi prakiraan cuaca yang sangat lengkap,Agung Sugiharto,5,2023-03-14 14:31:46,Windy.com
Sangat membantu dalam proses pencarian......,Dwi Jatmiko,5,2023-03-13 15:27:05,Windy.com
membantu,Adhe Ahfash,5,2023-03-13 10:56:25,Windy.com
Oke,putra ranto,1,2023-03-12 19:42:19,Windy.com
"baik, dn akurat",Rizky Saputra,4,2023-03-12 16:19:12,Windy.com
sangat membantu terimakasih Windy,Kuda Merah,5,2023-03-12 08:02:21,Windy.com
puas sya pakay jps windy,Aldy Putra,5,2023-03-10 23:41:52,Windy.com
lumayan akurat dan lengkap,jatmiko supriadi,5,2023-03-10 22:55:17,Windy.com
Sebuah applikasi forecasting cuaca yg paling banyak digunakan oleh teman-teman para kapten kapal & joki perahu jukung di Pesisir Malang Selatan. Termasuk para pemancing disini. Semakin canggih feature-nya.....👍👍🎣🐟,The Wild Sea Club,4,2023-03-10 19:53:29,Windy.com
ok,andi tarmizi siregar,5,2023-03-10 16:36:18,Windy.com
very good,mardhan utomo,5,2023-03-07 11:20:07,Windy.com
Aq kasih 1 bintang aja dulu nanti kalau mmg aplikasinya sangat memuaskan jangankan 5 bintang 100 bintang pun aq berikan.,saira saila,1,2023-03-07 02:16:59,Windy.com
sangat membantu,Erniya Wati,5,2023-03-06 14:28:02,Windy.com
kadang kurang akurat,Agung Suwito,5,2023-03-06 14:01:23,Windy.com
👍,richard pah,5,2023-03-06 12:42:11,Windy.com
Dicoba dulu kalau bagus kita lanjut,Wenk Aza,5,2023-03-06 12:30:32,Windy.com
Sangat baik,Medina Dina,5,2023-03-06 12:26:06,Windy.com
sangat memuaskan,Jafar Jafar,5,2023-03-06 11:19:42,Windy.com
sangat membantu,Wancong Cute,5,2023-03-06 10:45:14,Windy.com
sangat berguna,Aris Aris,5,2023-03-06 07:48:06,Windy.com
sangat baik,Fatir Fatir,5,2023-03-06 02:44:45,Windy.com
Saya sangat suka karena semua perkiraan mendekati riil saya tambah bintangnya menjadi 5,Abdillah Widodo,5,2023-03-05 12:42:35,Windy.com
good,Qohar Abdul,5,2023-03-05 00:14:22,Windy.com
Semga tetep akurat,ASTA SWEET CHANNEL,4,2023-03-03 11:29:46,Windy.com
sangat membantu buat kita pelaut,Belfi Lea,5,2023-03-03 10:57:20,Windy.com
App cuaca terbaik. Kualitas gambar baik. No iklan. Banyak pilihan image.,Adi Hanif,5,2023-03-03 03:03:47,Windy.com
sangat bermanfaat trimakasih,Andy Odong,5,2023-03-03 01:04:17,Windy.com
jos,Indra Kurniawan,5,2023-03-02 14:50:24,Windy.com
membantu,Bobby ilyas Bobby,5,2023-03-02 12:23:32,Windy.com
baik untuk nelayan,Haurah Nasifah,4,2023-03-02 08:01:54,Windy.com
lumayan,Nurjan tonang Tonang,3,2023-03-02 04:49:38,Windy.com
sangat membantu,Ilyas Bellia,5,2023-03-02 03:20:40,Windy.com
kadang akurasinya ngk pass,Wayan Eliata,3,2023-03-01 23:41:57,Windy.com
"ok bagi pra nelayan, trimh ksih aplikasinya",Husen Humayni,5,2023-03-01 15:26:38,Windy.com
baik,Iwan Iwan,5,2023-03-01 13:22:35,Windy.com
aplikasi yg sangat mendukung,Mus Takim,5,2023-03-01 10:08:28,Windy.com
bagus sekali,ST Basa70,5,2023-02-28 07:42:31,Windy.com
mantap,Devry Alvaro,5,2023-02-28 04:18:50,Windy.com
Mantaaaaaap,Alfi,5,2023-02-27 10:27:04,Windy.com
cukup baik,Fajar Winners,4,2023-02-27 08:00:02,Windy.com
Puas,Andi Amran,5,2023-02-25 00:34:37,Windy.com
sangat bagus buat di pakai untuk me laut,Sahrul Ballasia,5,2023-02-24 10:18:32,Windy.com
Terlalu bruk nyari untung ente jelek banget masa premium gw gk mw tahu pkoknya bisa tanpa premium gabisa liat radar 12 jam kebelakang nyari untung lu anj,Syam Widhiasih,1,2023-02-24 01:19:44,Windy.com
Windy jadi patokan buat kami nelayan ketika mau Melaut Terimakasih,Mf Ha,4,2023-02-24 00:08:12,Windy.com
aplikasi yg sangat membantu untuk melihat perkiraan cuaca hari ini dan besok,Azis Saiki,5,2023-02-23 15:22:43,Windy.com
👍🏻👍🏻👍🏻,Abdul Halik,5,2023-02-23 13:48:34,Windy.com
Ok,Jaka Gintiri,5,2023-02-23 12:18:34,Windy.com
good,Muhamadlutfi Yansah,5,2023-02-22 22:15:46,Windy.com
"kami sangat bersukur dengan adanya aplikasih windi ini,kami yg nelayan bisah melihat cuaca buruk di aplikasi ini,terimakasih dan selalu jaya windi",Radit Cmc,5,2023-02-22 04:30:05,Windy.com
Tes e e e e e Deeeeeeddedxdedddddded eecdcddeeixex ededdeeededdex execxexiiiio,Herman Syah,2,2023-02-21 04:14:44,Windy.com
bagus sekali,Irfan Napi,5,2023-02-21 01:04:03,Windy.com
Siapa yg download apk ini krna nonton vlognya mas nugroho febrianto😅,TW WH,5,2023-02-19 19:02:05,Windy.com
Good job,raja sayuti,5,2023-02-19 17:19:30,Windy.com
"Aplikasi bagus banget bisa melihat Cuaca secara keseluruhan, semoga tidak ada bug, iklan & gambar ttp bagus. Terimakasih",Ryan Seid Physique,4,2023-02-19 14:52:16,Windy.com
"mantap,,,",ramyan 05,5,2023-02-18 09:20:52,Windy.com
Sangat tepat memberi gambaran arah bakal terjadi cyclon.,Christian David Posumah,5,2023-02-18 04:41:26,Windy.com
kurang akurat,Pa Rli,2,2023-02-17 09:43:29,Windy.com
bagus... sangat membantu aktivitas Terima kasih windy,Kang Budi,5,2023-02-16 07:32:24,Windy.com
lebih tepat dari pada bmkg,Fatkhur Rochim,1,2023-02-16 02:28:39,Windy.com
"Semakin kesini,semakin serba bayar,mana mahal pula",Ayahe Adnan,3,2023-02-15 15:12:00,Windy.com
mantap.genk.,Ayu Syamsudin,5,2023-02-15 06:18:59,Windy.com
sangat membantu,Fhayrus Fathir,5,2023-02-15 03:56:59,Windy.com
